"country","city","airport","3lett","4lett"
"usa","dubois pennsylvania","dubois-jefferson county airpor","duj","kduj"
"usa","dubuque iowa","dubuque regional airport","dbq","kdbq"
"usa","duluth minnesota","duluth intl airport","dlh","kdlh"
"usa","durango colorado","durango-la plata county airpor","dro","kdro"
"usa","eagle colorado","eagle county regional airport","ege","kege"
"usa","eau claire wisconsin","chippewa valley regional airpo","eau","keau"
"usa","el paso texas","el paso intl airport","elp","kelp"
"usa","elko nevada","elko regional airport (j.c. ha","eko","keko"
"usa","elmira new york","elmira/corning regional airpor","elm","kelm"
"usa","erie pennsylvania","erie intl airport (tom ridge f","eri","keri"
"usa","eugene oregon","eugene airport (mahlon sweet f","eug","keug"
"usa","evansville  indiana","evansville regional airport","evv","kevv"
"usa","fairbanks alaska","fairbanks intl airport","fai","pafa"
"usa","fargo north dakota","hector intl airport","far","kfar"
"usa","farmington new mexico","four corners regional airport","fmn","kfmn"
"usa","fayetteville arkansas","northwest arkansas regional ai","xna","kxna"
"usa","fayetteville north carolina","fayetteville regional airport","fay","kfay"
"usa","flagstaff arizona","flagstaff pulliam airport","flg","kflg"
"usa","flint michigan","bishop intl airport","fnt","kfnt"
"usa","florence south carolina","florence regional airport","flo","kflo"
"usa","fort lauderdale florida","fort lauderdale-hollywood intl","fll","kfll"
"usa","fort myers florida","southwest florida intl airport","rsw","krsw"
"usa","fort smith arkansas","fort smith regional airport","fsm","kfsm"
"usa","fort wayne indiana","fort wayne intl airport","fwa","kfwa"
"usa","fresno california","fresno yosemite intl airport","fat","kfat"
"usa","friday harbor washington","friday harbor airport","fhr","kfhr"
"usa","gainesville florida","gainesville regional airport","gnv","kgnv"
"usa","galena alaska","edward g. pitka sr. airport","gal","paga"
"usa","gillette wyoming","gillette-campbell county airpo","gcc","kgcc"
"usa","grand forks north dakota","grand forks intl airport","gfk","kgfk"
"usa","grand junction colorado","walker field airport","gjt","kgjt"
"usa","grand rapids michigan","gerald r. ford intl airport","grr","kgrr"
"usa","great falls montana","great falls intl airport","gtf","kgtf"
"usa","green bay wisconsin","austin straubel intl airport","grb","kgrb"
"usa","greensboro north carolina","piedmont triad intl airport","gso","kgso"
"usa","greenville north carolina","pitt-greenville airport","pgv","kpgv"
"usa","greer south carolina","greenville-spartanburg intl ai","gsp","kgsp"
"usa","gulfport mississippi","gulfport-biloxi intl airport","gpt","kgpt"
"usa","gunnison colorado","gunnison-crested butte regiona","guc","kguc"
"usa","hagerstown maryland","hagerstown regional airport (r","hgr","khgr"
"usa","hailey idaho","friedman memorial airport","sun","ksun"
"usa","hana hawaii","hana airport","hnm","phhn"
"usa","hancock michigan","houghton county memorial airpo","cmx","kcmx"
"usa","harlingen texas","valley intl airport","hrl","khrl"
"usa","harrisburg pennsylvania","harrisburg intl airport","mdt","kmdt"
"usa","hattiesburg mississippi","hattiesburg-laurel regional ai","pib","kpib"
"usa","hayden colorado","yampa valley airport","hdn","khdn"
"usa","helena montana","helena regional airport","hln","khln"
"usa","hilo hawaii","hilo intl airport","ito","phto"
"usa","hilton head island south caro","hilton head airport","hxd","khxd"
"usa","homer alaska","homer airport","hom","paho"
"usa","honolulu hawaii","honolulu intl airport (civil/m","hnl","phnl"
"usa","houston texas","ellington field","efd","kefd"
"usa","houston texas","george bush intercontinental a","iah","kiah"
"usa","houston texas","william p. hobby airport","hou","khou"
"usa","huntington west virginia","tri-state airport (milton j. f","hts","khts"
"usa","huntsville alabama","huntsville intl airport (carl","hsv","khsv"
"usa","hyannis massachusetts","barnstable municipal airport (","hya","khya"
"usa","idaho falls idaho","idaho falls regional airport (","ida","kida"
"usa","imperial california","imperial county airport","ipl","kipl"
"usa","indianapolis indiana","indianapolis intl airport","ind","kind"
"usa","intl falls minnesota","falls intl airport","inl","kinl"
"usa","inyokern california","inyokern airport","iyk","kiyk"
"usa","islip new york","long island macarthur airport","isp","kisp"
"usa","ithaca new york","ithaca tompkins regional airpo","ith","kith"
"usa","jackson mississippi","jackson-evers intl airport","jan","kjan"
"usa","jackson wyoming","jackson hole airport","jac","kjac"
"usa","jacksonville florida","jacksonville intl airport","jax","kjax"
"usa","jacksonville north carolina","albert j. ellis airport","oaj","koaj"
"usa","jamestown new york","chautauqua county/jamestown ai","jhw","kjhw"
"usa","johnstown pennsylvania","john murtha johnstown-cambria","jst","kjst"
"usa","joplin missouri","joplin regional airport","jln","kjln"
"usa","juneau alaska","juneau intl airport","jnu","pajn"
"usa","kahului hawaii","kahului airport","ogg","phog"
"usa","kailua / kona hawaii","kona intl airport at keahole","koa","phko"
"usa","kalamazoo michigan","kalamazoo/battle creek intl ai","azo","kazo"
"usa","kalispell montana","glacier park intl airport","gpi","kgpi"
"usa","kansas city missouri","kansas city intl airport","mci","kmci"
"usa","kaunakakai hawaii","molokai airport","mkk","phmk"
"usa","kenai alaska","kenai municipal airport","ena","paen"
"usa","ketchikan alaska","ketchikan intl airport","ktn","pakt"
"usa","key west florida","key west intl airport","eyw","keyw"
"usa","killeen texas","killeen-fort hood regional air","grk","kgrk"
"usa","king salmon alaska","king salmon airport","akn","pakn"
"usa","klamath falls oregon","klamath falls airport (kingsle","lmt","klmt"
"usa","knoxville tennessee","mcghee tyson airport","tys","ktys"
"usa","kodiak alaska","kodiak airport","adq","padq"
"usa","kotzebue alaska","ralph wien memorial airport","otz","paot"
"usa","la crosse wisconsin","la crosse municipal airport","lse","klse"
"usa","lafayette indiana","purdue university airport","laf","klaf"
"usa","lafayette louisiana","lafayette regional airport","lft","klft"
"usa","lake charles louisiana","lake charles regional airport","lch","klch"
"usa","lanai city hawaii","lanai airport","lny","phny"
"usa","lancaster pennsylvania","lancaster airport","lns","klns"
"usa","lansing michigan","capital city airport","lan","klan"
"usa","laredo texas","laredo intl airport","lrd","klrd"
"usa","las vegas nevada","mccarran intl airport","las","klas"
"usa","las vegas nevada","north las vegas airport","vgt","kvgt"
"usa","latrobe pennsylvania","arnold palmer regional airport","lbe","klbe"
"usa","lawton  oklahoma","lawton-fort sill regional airp","law","klaw"
"usa","lewiston idaho","lewiston-nez perce county airp","lws","klws"
"usa","lexington kentucky","blue grass airport","lex","klex"
"usa","lihue hawaii","lihue airport","lih","phli"
"usa","lincoln nebraska","lincoln airport","lnk","klnk"
"usa","little rock arkansas","little rock national airport (","lit","klit"
"usa","long beach california","long beach municipal airport (","lgb","klgb"
"usa","longview texas","east texas regional airport","ggg","kggg"
"usa","los angeles california","los angeles intl airport","lax","klax"
"usa","louisville kentucky","louisville intl airport (stand","sdf","ksdf"
"usa","lubbock texas","lubbock preston smith intl air","lbb","klbb"
"usa","lynchburg virginia","lynchburg regional airport (pr","lyh","klyh"
"usa","macon georgia","middle georgia regional airpor","mcn","kmcn"
"usa","madison wisconsin","dane county regional airport (","msn","kmsn"
"usa","manchester new hampshire","manchester-boston regional air","mht","kmht"
"usa","manhattan kansas","manhattan regional airport","mhk","kmhk"
"usa","mankato minnesota","mankato regional airport","mkt","kmkt"
"usa","marion illinois","williamson county regional air","mwa","kmwa"
"usa","marquette michigan","sawyer intl airport (iata code","saw","ksaw"
"usa","mason city iowa","mason city municipal airport","mcw","kmcw"
"usa","mcallen texas","mcallen-miller intl airport","mfe","kmfe"
"usa","medford oregon","rogue valley intl-medford airp","mfr","kmfr"
"usa","melbourne florida","melbourne intl airport","mlb","kmlb"
"usa","memphis tennessee","memphis intl airport","mem","kmem"
"usa","meridian mississippi","meridian regional airport (key","mei","kmei"
"usa","miami florida","miami intl airport","mia","kmia"
"usa","midland texas","midland intl airport","maf","kmaf"
"usa","milwaukee wisconsin","general mitchell intl airport","mke","kmke"
"usa","minneapolis minnesota","minneapolis-st. paul intl airp","msp","kmsp"
"usa","minot north dakota","minot intl airport","mot","kmot"
"usa","missoula montana","missoula intl airport","mso","kmso"
"usa","mobile alabama","mobile regional airport","mob","kmob"
"usa","modesto california","modesto city-county airport (h","mod","kmod"
"usa","moline illinois","quad city intl airport","mli","kmli"
"usa","monroe louisiana","monroe regional airport","mlu","kmlu"
"usa","monterey california","monterey peninsula airport","mry","kmry"
"usa","montgomery alabama","montgomery regional airport (d","mgm","kmgm"
"usa","montrose colorado","montrose regional airport","mtj","kmtj"
"usa","morgantown west virginia","morgantown municipal airport (","mgw","kmgw"
"usa","mosinee wisconsin","central wisconsin airport","cwa","kcwa"
"usa","muskegon michigan","muskegon county airport","mkg","kmkg"
"usa","myrtle beach south carolina","myrtle beach intl airport","myr","kmyr"
"usa","nantucket massachusetts","nantucket memorial airport","ack","kack"
"usa","naples florida","naples municipal airport","apf","kapf"
"usa","nashville tennessee","nashville intl airport (berry","bna","kbna"
"usa","new bedford massachusetts","new bedford regional airport","ewb","kewb"
"usa","new bern north carolina","craven county regional airport","ewn","kewn"
"usa","new haven connecticut","tweed-new haven airport","hvn","khvn"
"usa","new orleans louisiana","louis armstrong new orleans in","msy","kmsy"
"usa","new york new york","john f. kennedy intl airport","jfk","kjfk"
"usa","new york new york","laguardia airport","lga","klga"
"usa","newark new jersey","newark liberty intl airport","ewr","kewr"
"usa","newburgh new york","stewart intl airport","swf","kswf"
"usa","newport news virginia","newport news/williamsburg intl","phf","kphf"
"usa","nome alaska","nome airport","ome","paom"
"usa","norfolk virginia","norfolk intl airport","orf","korf"
"usa","north bend oregon","southwest oregon regional airp","oth","koth"
"usa","oakland california","metropolitan oakland intl airp","oak","koak"
"usa","oklahoma city oklahoma","will rogers world airport","okc","kokc"
"usa","omaha nebraska","eppley airfield","oma","koma"
"usa","ontario california","ontario intl airport","ont","kont"
"usa","orlando florida","orlando intl airport","mco","kmco"
"usa","orlando florida","orlando sanford intl airport","sfb","ksfb"
"usa","oxnard california","oxnard airport","oxr","koxr"
"usa","paducah kentucky","barkley regional airport","pah","kpah"
"usa","page arizona","page municipal airport","pga","kpga"
"usa","palm springs california","palm springs intl airport","psp","kpsp"
"usa","panama city florida","panama city-bay county intl ai","pfn","kpfn"
"usa","parkersburg west virginia","mid-ohio valley regional airpo","pkb","kpkb"
"usa","pasco washington","tri-cities airport","psc","kpsc"
"usa","pellston michigan","pellston regional airport of e","pln","kpln"
"usa","pendleton oregon","eastern oregon regional airpor","pdt","kpdt"
"usa","pensacola florida","pensacola regional airport","pns","kpns"
"usa","peoria illinois","greater peoria regional airpor","pia","kpia"
"usa","petersburg alaska","petersburg james a. johnson ai","psg","papg"
"usa","philadelphia pennsylvania","philadelphia intl airport","phl","kphl"
"usa","phoenix arizona","phoenix sky harbor intl airpor","phx","kphx"
"usa","pierre south dakota","pierre regional airport","pir","kpir"
"usa","pittsburgh pennsylvania","pittsburgh intl airport","pit","kpit"
"usa","pocatello idaho","pocatello regional airport","pih","kpih"
"usa","port angeles washington","william r. fairchild intl airp","clm","kclm"
"usa","port clinton ohio","erie-ottawa regional airport (","pcw","kpcw"
"usa","portland maine","portland intl jetport","pwm","kpwm"
"usa","portland oregon","portland intl airport","pdx","kpdx"
"usa","portsmouth new hampshire","pease intl tradeport airport","psm","kpsm"
"usa","presque isle maine","northern maine regional airpor","pqi","kpqi"
"usa","providence rhode island","theodore francis green state a","pvd","kpvd"
"usa","provincetown massachusetts","provincetown municipal airport","pvc","kpvc"
"usa","pullman washington","pullman-moscow regional airpor","puw","kpuw"
"usa","quincy illinois","quincy regional airport (baldw","uin","kuin"
"usa","raleigh north carolina","raleigh-durham intl airport","rdu","krdu"
"usa","rapid city south dakota","rapid city regional airport","rap","krap"
"usa","reading pennsylvania","reading regional airport (carl","rdg","krdg"
"usa","redding california","redding municipal airport","rdd","krdd"
"usa","redmond oregon","redmond municipal airport (rob","rdm","krdm"
"usa","reno nevada","reno/tahoe intl airport","rno","krno"
"usa","rhinelander wisconsin","rhinelander-oneida county airp","rhi","krhi"
"usa","richmond virginia","richmond intl airport","ric","kric"
"usa","riverton wyoming","riverton regional airport","riw","kriw"
"usa","roanoke virginia","roanoke regional airport (wood","roa","kroa"
"usa","rochester minnesota","rochester intl airport","rst","krst"
"usa","rochester new york","greater rochester intl airport","roc","kroc"
"usa","rockland maine","knox county regional airport","rkd","krkd"
"usa","sacramento california","sacramento intl airport","smf","ksmf"
"usa","saginaw michigan","mbs intl airport","mbs","kmbs"
"usa","salisbury maryland","salisbury-ocean city wicomico","sby","ksby"
"usa","salt lake city utah","salt lake city intl airport","slc","kslc"
"usa","san angelo texas","san angelo regional airport (m","sjt","ksjt"
"usa","san antonio texas","san antonio intl airport","sat","ksat"
"usa","san diego california","san diego intl airport","san","ksan"
"usa","san francisco california","san francisco intl airport","sfo","ksfo"
"usa","san jose california","norman y. mineta san jos","sjc","ksjc"
"usa","san luis obispo california","san luis obispo county regiona","sbp","ksbp"
"usa","santa ana california","john wayne airport","sna","ksna"
"usa","santa barbara california","santa barbara municipal airpor","sba","ksba"
"usa","santa fe new mexico","santa fe municipal airport","saf","ksaf"
"usa","santa maria california","santa maria public airport (ca","smx","ksmx"
"usa","sarasota / bradenton florida","sarasota-bradenton intl airpor","srq","ksrq"
"usa","sault ste. marie michigan","chippewa county intl airport","ciu","kciu"
"usa","savannah georgia","savannah/hilton head intl airp","sav","ksav"
"usa","seattle washington","king county intl airport (boei","bfi","kbfi"
"usa","seattle-tacoma washington","seattle-tacoma intl airport","sea","ksea"
"usa","sheridan wyoming","sheridan county airport","shr","kshr"
"usa","shreveport louisiana","shreveport regional airport","shv","kshv"
"usa","sidney montana","sidney-richland municipal airp","sdy","ksdy"
"usa","sioux city iowa","sioux gateway airport (col. bu","sux","ksux"
"usa","sioux falls south dakota","sioux falls regional airport (","fsd","kfsd"
"usa","sitka alaska","sitka rocky gutierrez airport","sit","pasi"
"usa","south bend indiana","south bend regional airport","sbn","ksbn"
"usa","spokane washington","spokane intl airport (geiger f","geg","kgeg"
"usa","springfield illinois","abraham lincoln capital airpor","spi","kspi"
"usa","springfield missouri","springfield-branson regional a","sgf","ksgf"
