"inverted common name","scientific name","where listed","lead region","listing status"
"salmon chum","oncorhynchus (=salmo) keta","u.s.a. (wa) all naturally spawned summer-run populations in hood canal and its tributaries and olympic penninsula rivers between hood canal and dungeness bay","nmfs","t"
"salmon coho","oncorhynchus (=salmo) kisutch","central california coast esu�u.s.a. (ca) including all naturally spawned populations of coho salmon from punta gorda in northern california south to and including the san lorenzo river in central california as well as populations in tributaries to san francisco bay excluding the sacramento�san joaquin river system as well as four artificial propagation programs: see 224.101(a).","nmfs","e"
"salmon coho","oncorhynchus (=salmo) kisutch","lower columbia river esu� u.s.a. (or wa) including all naturally spawned populations of coho salmon in the columbia river and its tributaries in washington and oregon from the mouth of the columbia up to and including the big white salmon and hood rivers and includes the willamette river to willamette falls oregon as well as 25  artificial propagation programs: see 223.102","nmfs","t"
"salmon coho","oncorhynchus (=salmo) kisutch","oregon coast esu�u.s.a. (or) all naturally spawned populations of coho salmon in oregon coastal streams south of the columbia river and north of cape blanco including the cow creek (oregon  department of fish and wildlife stock #37) coho hatchery program.","nmfs","t"
"salmon coho","oncorhynchus (=salmo) kisutch","southern oregon�northern california coast esu�u.s.a. (caor) including all naturally spawned populations of coho  salmon in coastal streams between cape blanco oregon and punta gorda california as well as three artificial propagation programs: see 223.102.","nmfs","t"
"salmon sockeye","oncorhynchus (=salmo) nerka","lake sammamish and lake washington","1","not listed"
"salmon sockeye","oncorhynchus (=salmo) nerka","u.s.a. (snake river id stock wherever found.)","nmfs","e"
"salmon sockeye","oncorhynchus (=salmo) nerka","u.s.a. (wa) all naturally spawned population in ozette lake and its tributary streams","nmfs","t"
"saltbrush lesser","atriplex minuscula","NULL","6","not listed"
"saltbush bakersfield","atriplex tularensis","NULL","1","not listed"
"saltbush coulter's","atriplex coulteri","NULL","1","not listed"
"saltbush griffith's","atriplex griffithsii","NULL","2","not listed"
"saltbush kleberg's","atriplex klebergorum","NULL","2","not listed"
"saltbush lost hills","atriplex vallicola","NULL","1","not listed"
"saltbush sacramento","atriplex persistens","NULL","1","not listed"
"saltbush south coast","atriplex pacifica","NULL","1","not listed"
"saltscale davidson's","atriplex serenana var. davidsonii","NULL","6","not listed"
"sandalwood lanai (=`iliahi)","santalum freycinetianum var. lanaiense","NULL","1","e"
"sand aster del mar","corethrogyne filaginifolia linifolia","NULL","1","not listed"
"sandfood","pholisma sonorae","NULL","1","not listed"
"sand grass [unnamed]","calamovilfa arcuata","NULL","4","not listed"
"sand grass [unnamed]","calamovilfa brevipilis","NULL","4","not listed"
"sand grass [unnamed]","calamovilfa brevipilis calvipes","NULL","5","not listed"
"sand grass [unnamed]","calamovilfa curtissii","NULL","4","not listed"
"sandlace","polygonella myriophylla","NULL","4","e"
"sandmat pineland","chamaesyce deltoidea pinetorum","NULL","4","c"
"sandpaperplant death valley","petalonyx thurberi gilmanii","NULL","1","not listed"
"sandshell southern","hamiota (=lampsilis) australis","entire","4","pe"
"sand-verbena large-fruited","abronia macrocarpa","NULL","2","e"
"sand-verbena pink","abronia umbellata breviflora","NULL","1","not listed"
"sand-verbena ramshaw meadows","abronia alpina","NULL","8","c"
"sand-verbena rose-purple","abronia umbellata acutalata","NULL","1","not listed"
"sand-verbena [unnamed]","abronia ammphila","NULL","6","not listed"
"sand-verbena [unnamed]","abronia bigelovii","NULL","2","not listed"
"sand-verbena [unnamed]","abronia orbiculata","NULL","1","not listed"
"sandwort alabama","arenaria alabamensis","NULL","4","not listed"
"sandwort bear valley","arenaria ursina","NULL","8","t"
"sandwort cumberland","arenaria cumberlandensis","NULL","4","e"
"sandwort forest camp","arenaria macradenia kuschei","NULL","1","not listed"
"sandwort howell's","arenaria howellii","NULL","1","not listed"
"sandwort livermore","arenaria livermorensis","NULL","2","not listed"
"sandwort marsh","arenaria paludicola","NULL","8","e"
"sandwort peanut","minuartia rosei","NULL","1","not listed"
"sandwort the lassics","minuartia decumbens","NULL","1","not listed"
"sanicle adobe","sanicula maritima","NULL","1","not listed"
"sanicle hoffman's","sanicula hoffmannii","NULL","1","not listed"
"sanicle peck's","sanicula peckiana","NULL","1","not listed"
"sanicle rock","sanicula saxatilis","NULL","1","not listed"
"sanicle tracy's","sanicula tracyi","NULL","1","not listed"
"sapsucker williamson's","sphyrapicus thyroideus","entire","1","not listed"
"sapsucker yellow-bellied","sphyrapicus varius","entire","4","not listed"
"savory san miguel","calamintha chandleri","NULL","1","not listed"
"savory san miguel","clinopodium chandleri","NULL","6","not listed"
"sawfish smalltooth","pristis pectinata","entire","nmfs","e"
"saxifrage aleutian","saxifraga aleutica","NULL","7","not listed"
"saxifrage forbes","saxifraga forbesii","NULL","3","not listed"
"saxifrage gray's","saxifraga caroliniana","NULL","5","not listed"
"saxifrage saddle mountain","saxifraga hitchcockii","NULL","1","not listed"
"saxifrage [unnamed]","saxifraga careyana","NULL","4","not listed"
"saytr yontocket","coenonympha tullia yontockett","entire","1","not listed"
"scalebroom gypsum","lepidospartum burgessii","NULL","2","not listed"
"scarab andrews' dune","pseudocotalpa andrewsi","entire","8","not listed"
"scarab aphodius tortoise commensal","aphodius troglodytes","entire","4","not listed"
"scarab archbold anomalan","anomala eximia","entire","4","not listed"
"scarab big dune aphodius","aphodius sp.","big dune","1","not listed"
"scarab bumblebee","lichnanthe ursina","entire","1","not listed"
"scarab caracara commensal","trox howelli","entire","4","not listed"
"scarab ciervo aegialian","aegialia concinna","entire","1","not listed"
"scarab copris tortoise commensal","copris gopheri","entire","4","not listed"
"scarab crescent dune aegialian","aegialia crescenta","entire","8","ur"
"scarab crescent dune aphodius","aphodius sp.","crescent dune","1","not listed"
"scarab crescent dunes serican","serica ammomensico","crescent dune","8","ur"
"scarab exiguous anomalan","anomala exigua","entire","4","not listed"
"scarab ford's aphodius","aphodius fordi","entire","4","not listed"
"scarab frost's spring serican","serica frosti","entire","4","not listed"
"scarab giuliani's dune","pseudocotalpa giulianii","entire","8","ur"
"scarab hardy's aegialian","aegialia hardyi","entire","8","not listed"
"scarab kelso dune glaresis","glaresis arenata","entire","1","not listed"
"scarab large aegialian","aegialia magnifica","entire","8","ur"
"scarab miami roundhead","cyclocephala miamiensis","entire","4","not listed"
"scarab ocala burrowing","peltotrupes youngi","entire","4","not listed"
"scarab onthophagus tortoise commensal","onthophagus polyphemi","entire","4","not listed"
"scarab sand mountain aphodius","aphodius sp.","sand mt.","1","not listed"
"scarab sand mountain serican","serica psammobunus","entire","8","not listed"
"scarab scrub island burrowing","mycotrupes pedester","entire","4","not listed"
"scarab scrub palmetto flower","trigonopelastes floridana","entire","4","not listed"
"scarab spiny florida sandhill","gronocarus multispinosus","entire","4","not listed"
"scarab tantula serican","serica tantula","entire","4","not listed"
"scarab tibial","anomala tibialis","entire","2","not listed"
"scarab white sand bear","lichnanthe albopilosa","entire","1","not listed"
"scarab wooly gulf dune","polylamina pubescens","entire","4","not listed"
"scaup lesser","aythya affinis","entire","4","not listed"
"schiedea diamond head","schiedea adamantis","NULL","1","e"
"sclerocactus sp. nov. ined.","sclerocactus sp.","NULL","6","not listed"
"scorpion monterey dunes","pauroctonus maritimus","entire","1","not listed"
"screwstem texas","bartonia texana","NULL","2","not listed"
"scrub-bird noisy","atrichornis clamosus","entire","foreign","e"
"scrub-jay florida","aphelocoma coerulescens","entire","4","t"
"sculpin bear lake","cottus extensus","entire","6","not listed"
"sculpin bluestone","cottus sp.","entire","5","not listed"
"sculpin grotto","cottus sp.","entire","3","c"
"sculpin malheur mottled","cottus bairdi ssp.","entire","1","not listed"
"sculpin margined","cottus marginatus","entire","1","not listed"
"sculpin pygmy","cottus paulus (=pygmaeus)","entire","4","t"
"sculpin rough","cottus asperrimus","entire","1","not listed"
"sculpin shoshone","cottus greenei","entire","1","ur"
"sculpin slender","cottus tenuis","entire","1","not listed"
"sculpin wood river","cottus leiopomus","entire","1","not listed"
"scurfpea bigleaf","orbexilum macrophyllum","NULL","4","not listed"
"scurf-pea rydberg's","pediomelum humile","NULL","2","not listed"
"scurf-pea three-nerved","pediomelum pentaphyllum","NULL","2","ur"
"scurf-pea [unnamed]","pediomelum castoreum","NULL","1","not listed"
"scurf-pea [unnamed]","pediomelum epipsilum","NULL","6","not listed"
"scurf-pea [unnamed]","psoralea macrophylla","NULL","4","not listed"
"seablite california","suaeda californica","NULL","8","e"
"seablite woolly","suaeda taxifolia","NULL","6","not listed"
"seagrass johnson's","halophila johnsonii","NULL","nmfs","t"
"sea-lavender [unnamed]","limonium carolinianum angustatum","NULL","4","not listed"
"seal caribbean monk","monachus tropicalis","entire","nmfs","d3a"
"seal guadalupe fur","arctocephalus townsendi","entire","nmfs","t"
"seal hawaiian monk","monachus schauinslandi","entire","nmfs","e"
"sea-lion steller","eumetopias jubatus","entire except the population segment west of 1440 w. long","nmfs","t"
"sea-lion steller","eumetopias jubatus","population segment west of 1440 w. long","nmfs","e"
"seal mediterranean monk","monachus monachus","entire","nmfs","e"
"seal saimaa","phoca hispida saimensis","entire","nmfs","e"
"seal spotted","phoca largha","southern dps�all breeding populations of spotted seals south of 43 degrees north latitude in the pacific ocean","nmfs","t"
"sea-purslane roughseed","sesuvium trianthemoides","NULL","2","not listed"
"sea turtle green","chelonia mydas","breeding colony populations in fl and on pacific coast of mexico","4","e"
"sea turtle green","chelonia mydas","wherever found except where listed as endangered","4","t"
"sea turtle hawksbill","eretmochelys imbricata","entire","4","e"
"sea turtle kemp's ridley","lepidochelys kempii","entire","2","e"
"sea turtle leatherback","dermochelys coriacea","entire","4","e"
"sea turtle loggerhead","caretta caretta","entire","4","t"
"sea turtle loggerhead","caretta caretta","north pacific population","4","ur"
"sea turtle loggerhead","caretta caretta","western north atlantic population","4","t"
"sea turtle olive ridley","lepidochelys olivacea","breeding colony populations on pacific coast of mexico","4","e"
"sea turtle olive ridley","lepidochelys olivacea","wherever found except where listed as endangered","4","t"
"sebucan [unnamed]","cereus quadricostatus","NULL","4","not listed"
"sedge anderson","carex jacobi-peteri","NULL","7","not listed"
"sedge aroostook","carex elachycarpa","NULL","5","not listed"
"sedge barratt's","carex barrattii","NULL","5","not listed"
"sedge biltmore","carex biltmoreana","NULL","4","not listed"
"sedge chapman's","carex chapmanii","NULL","4","not listed"
"sedge flat dune","cyperus onerosus","NULL","2","not listed"
"sedge florida brown checkered summer","polycentropus floridensis","entire","4","not listed"
"sedge golden","carex lutea","NULL","4","e"
"sedge indian valley","carex aboriginum","NULL","1","not listed"
"sedge josselyn's","carex josselynii","NULL","5","not listed"
"sedge manhart's","carex manhartii","NULL","4","not listed"
"sedge navajo","carex specuicola","NULL","2","t"
"sedge san luis","carex obispoensis","NULL","1","not listed"
"sedge sierra","carex paucifructus","NULL","1","not listed"
"sedge small-living thick-nerved","carex microptera crassinervia","NULL","6","not listed"
"sedge thompkins'","carex tompkinsii","NULL","1","not listed"
"sedge tissue","carex hyalina","NULL","2","not listed"
"sedge umbrella","cyperus grayoides","NULL","3","not listed"
