"{|1}","ist autor von","wird erw�hnt in"
"miriam nido","lernr�ume an thurgauer volksschulen - eine topografie(2006) &nbsp;&nbsp;&nbsp;",""
"arne niederbacher","grundwissen sozialisation(200) &nbsp;&nbsp;",""
"ruedi niederer","siehe ruedi niederer","siehe ruedi niederer"
"rolf niederhauser","lernen ausserhalb der schule(2004) &nbsp;&nbsp;&nbsp;",""
"vera niedermann","anschlussbericht zum masterplan p�dagogische hochschulen vom 13. august 2008(2008) &nbsp;&nbsp;&nbsp;",""
"helmut m. niegemann","kompendium e-learning(2003)lehren und lernen mit medien(2000)kompendium multimediales lernen(2008) &nbsp;&nbsp;","{mediendidaktik|mapa - a mapping architecture for people�s associations|pda macht schule|lehrbuch didaktik|fernausbildung geht weiter...|der einsatz von weblogs und wikis im berufsschulunterricht|das 4-schritte-modell|wir evaluieren uns zu tode|e-learning in hochschulen|mobiles lernen in der praxis|e-learning 2009}"
"jakob nielsen","siehe jakob nielsen","siehe jakob nielsen"
"steffen bohni nielsen","study on innovative learning environments in school education(2004) &nbsp;&nbsp;&nbsp;",""
"margaret l. niess","educational technology teacher knowledge and classroom impact(2012) &nbsp;&nbsp;",""
"horst niesyto","jahrbuch medienp�dagogik 9(2011)medienbildung und medienkompetenz(2010)jahrbuch medienp�dagogik 8(2010)","{medienp�dagogik|medienbildung und medienkompetenz|umfeldmonitoring: risiken und gefahren im internet f�r sch�lerinnen und sch�ler der volksschule|1:1-ausstattung|konstruktionst�tigkeit mit digitalen medien|schule in der digitalen welt|medienkompetenz und medienerzieherisches handeln von eltern|kritische informations- und medienkompetenz|netzguidance f�r jugendliche}"
"nietzsche","","{die philosophische hintertreppe|der mittlere weg der erkenntnis|e-man|99 philosophische r�tsel|the never ending quest|die matrix entschl�sselt}"
"nienke nieveen","educational design research(2006)","{can educational research be both rigorous and relevant?|publishing and perishing}"
"j�rg nievergelt","siehe j�rg nievergelt","siehe j�rg nievergelt"
"alois niggli","rekrutierung eignungsabkl�rung und selektion f�r den lehrerinnen- und lehrerberuf(2006) &nbsp;&nbsp;","{digitale medien in der lehrerinnen- und lehrerbildung}"
"jens nimis","cloud computing(2010) &nbsp;&nbsp;",""
"mathias ninck","zauberwort nachhaltigkeit(1997)",""
"richard e. nisbett","the geography of thought(2003) &nbsp;&nbsp;",""
"antje nissler","netbook-einsatz bei kindern(2010) &nbsp;&nbsp;","{bildung schweiz 11a/2010|mobile learning in widening contexts}"
"nicolae nistor","e-learning: eine zwischenbilanz(2009) &nbsp;&nbsp;&nbsp;","{lernkompetenz f�r die wissensgesellschaft|blended learning an p�dagogischen hochschulen|digitale medien in der lehrerinnen- und lehrerbildung}"
"michael nitsche","the machinima reader(2011) &nbsp;&nbsp;video game spaces(2009) &nbsp;&nbsp;",""
"d. nix","cognition education and multimedia(1990)","{managing knowledge with computer-based mapping tools|will media influence learning?|first principles of instruction|the nurnberg funnel|wikisym 2008|1-to-1-learning|schule in der digitalen welt}"
"noah","","{die kunst des liebens}"
"caspar noetzli","siehe caspar noetzli","siehe caspar noetzli"
"richard l. nolan","siehe richard l. nolan","siehe richard l. nolan"
"peter noll","der kleine machiavelli &nbsp;",""
"stephan noller","","{informationssuche im internet}"
"kristin n�lting","auf zu neuen ufern!(2005)","{elearningtools zur verbesserung verst�ndlichen schreibens|selbstorganisation im netz|e-learning - alltagstaugliche innovation?|ver�nderungen wissenschaftlicher literalit�t durch digitale medien|schule in der digitalen welt}"
"ikujiro nonaka","siehe ikujiro nonaka","siehe ikujiro nonaka"
"donald a. norman","siehe donald a. norman","siehe donald a. norman"
"douglas h. norrie","iccal '90(1990)",""
"cathleen norris","siehe cathleen norris","siehe cathleen norris"
"k. north","wissensorientierte unternehmensf�hrung(1998)kompetenzmanagement in der praxis(2005)","{lernort universit�t?|wissensmanagement in communities|wissensmanagement und medienbildung|mediendidaktik und wissensmanagement|lehren als wissensarbeit?|informationsmanagement|psychologie des wissensmanagements|individuelles wissensmanagement|von den artes liberales bis google|wissensgemeinschaften: orte lebendigen wissensmanagements|beitrag zur beschreibung und analyse von wissensarbeit|wissenswege|barcamp-kultur|mythos wissensgesellschaft}"
"stephen c. north","","{drawing graphs with dot|drawing graphs with neato}"
"david p. norton","the balanced scorecard &nbsp;&nbsp;",""
"peter norvig","paradigms of artificial intelligence programming &nbsp;&nbsp;","{the future of the internet iv}"
"ruedi noser","","{quereinsteiger dominieren noch immer}"
"sivlia nossek","sie haben post!(2004)","{einf�hrung in das systemische wissensmanagement}"
"michele notari","siehe michele notari","siehe michele notari"
"philipp notter","der �bergang ins studium ii(2006) &nbsp;&nbsp;&nbsp;der �bergang ins studium(2003)","{der �bergang ins studium ii|bildung und erziehung nzz vom 23.4.2007|ict und bildung: hype oder umbruch?|studienfachwahl und f�cherwechsel|das image der informatik in der schweiz|�berfachliche kompetenzen|plattform gymnasium zur situation des gymnasiums 2008}"
"joseph d. novak","siehe joseph d. novak","siehe joseph d. novak"
"beth simone noveck","wiki government &nbsp;&nbsp;",""
"helga nowotny","uners�ttliche neugier(2005)es ist so. es k�nnte auch anders sein.(1999)","{vom teilen des wissens. wege zur lernenden universit�t|studieren neu erfinden - hochschule neu denken|geschichte(n) im netzwerk}"
"matthias n�ckles","mind maps und concept maps(2004) &nbsp;","{roadmap to e-learning @eth zurich}"
"e. nuissl","literatur- und forschungsreport weiterbildung nr. 49(2002)",""
"jay nunamaker","","{creativity support tools|kreativit�t im informatikunterricht}"
"llu�sa n��ez","","{writing documents collaboratively in higher education (ii)|writing documents collaboratively in higher education using traditional vs. wiki methodology|wikisym 2007}"
"dawn nunziato","virtual freedom(2009) &nbsp;&nbsp;",""
"miguel nussbaum","","{handbook of research on e-learning methodologies for language acquisition}"
"matthias n�ssli","ict- und medienkonzept kantonsschule berom�nster(2008) &nbsp;&nbsp;",""
"p�dagogische projektkommission nwedk","","{neustrukturierung der lehrer(innen)bildung}"
"krist�f ny�ri","a sense of place(2005)mobile democracy(2003)","{daumenkultur}"
"{|o}","ist autor von","wird erw�hnt in"
"david o leary","palm handheld computers(2002) &nbsp;","{getting a handle on handhelds|we�re getting wired we�re going mobile what�s next?|pda macht schule|pers�nliche handhelds in der primarschule|informatische bildung in der wissensgesellschaft|konzeption und erprobung des lernstick im schulischen und ausserschulischen umfeld}"
"brian o�leary","book: a futurist's manifesto(2012) &nbsp;&nbsp;",""
"c. o�malley","guidelines for learning/teaching/tutoring in a mobile environment(2003) &nbsp;&nbsp;&nbsp;","{konzeption und erprobung des lernstick im schulischen und ausserschulischen umfeld|mobiles lernen}"
"petra oberhuemer","","{freie elektronische bildungsressourcen}"
"christian obermayr","zeitmanagement mit microsoft office outlook(2005) &nbsp;&nbsp;&nbsp;",""
"klara oberm�ller","sternstunde philosophie 30.12.2001(2001)",""
"horst oberquelle","siehe horst oberquelle","siehe horst oberquelle"
"diana g. oblinger","siehe diana g. oblinger","siehe diana g. oblinger"
"james l. oblinger","educating the net generation(2005) &nbsp;&nbsp;&nbsp;","{bologna in zeiten des web 2.0|das zusammenspiel von strukturellen und lehrlernkulturellen ver�nderungen|wikis in higher education|facebook and academic performance|the 'digital natives' debate|can weblogs and microblogs change traditional scientific writing?|using wiki technology to support student engagement|knowing knowledge|a wider world|digital game-based learning|the strategic management of e-learning support|ne(x)t generation learning|creating the future of it|gibt es eine 'net generation'?|lifetime podcasting|cscl 2009|new technologies new pedagogies|looking toward the future of technology-enhanced education|handbook of research on new media literacy at the k-12 level|handbook of research on e-learning methodologies for language acquisition|jahrbuch elearning & wissensmanagement 2011|lehrbuch f�r lernen und lehren mit technologien|konstruktionst�tigkeit mit digitalen medien|the digital scholar}"
"corinne obrist","medienkompetenzf�rderung: das iphone im unterricht(2011) &nbsp;&nbsp;",""
"xavier ochoa","siehe xavier ochoa","siehe xavier ochoa"
"shane o'doherty","cloud computing for schools(2010) &nbsp;&nbsp;&nbsp;",""
"a. m. o'donnell","","{kooperationsskripts als lernstrategie|zur rolle der lehrperson beim kooperativen lernen|gemeinsame wissenskonstruktion in computervermittelter kommunikation|lernprotokollunterst�tztes lernen|cscl scripts|using learning protocols for knowledge acquisition and problem solving with individual and group incentives|a framework for integrated learning scripts|framework on multiple goal dimensions for computer-supported scripts|computer support for collaborative learning environments|flexibility in macro-scripts for computer-supported collaborative learning|three worlds of cscl|knowledge and information visualization|what we know about cscl and implementing it in higher education|the effect of roles on computer-supported collaborative learning|scripts for computer-supported collaborative learning|computer support for interaction regulation in collaborative problem-solving|scripting strategies in computer supported collaborative learning environments|scripting computer-supported collaborative learning}"
"jochen oehler","evolution und das heutige bild vom menschen(2011) &nbsp;&nbsp;",""
"j�rgen oelkers","siehe j�rgen oelkers","siehe j�rgen oelkers"
"florian oelmaier","apple's ipad im enterprise-einsatz(2010) &nbsp;&nbsp;",""
"rolf oerter","entwicklungspsychologie &nbsp;","{more for less - live systems learning|f�hlen - denken - handeln|lehren und lernen mit begriffsnetzdarstellungen|medienp�dagogik internet und elearning|entwicklung und evaluation eines unterrichtskonzeptes f�r computergest�tztes kooperatives lernen|konstruktivistische erwachsenenbildung|gespr�chsformen und gespr�chsstrategien im alltag der sozialp�dagogischen familienhilfe|2. workshop 'lerninfrastruktur in schulen: 1:1-computing'|delfi 2011 - workshopband|kritische informations- und medienkompetenz|netzguidance f�r jugendliche}"
"marc oertle","","{risikopotenzial von drahtlosen netzwerken}"
"ofsted office for standards in education","ict in schools(2004) &nbsp;&nbsp;&nbsp;","{it im schulischen kontext}"
"ofcom office of communications","media literacy audit(2008) &nbsp;&nbsp;&nbsp;media literacy audit(2008) &nbsp;&nbsp;&nbsp;","{medienp�dagogik}"
"mick ohare","was macht die m�cke beim wolkenbruch(2002)",""
"peter ohler","","{wikis - diskurse theorien und anwendungen}"
"h. p. ohly","globalisierung und wissensorganisation(2000)",""
"dietrich ohse","taschenbuch der wirtschaftsinformatik und wirtschaftsmathematik",""
"andreas oikonomou","serious games and edutainment applications(2012)",""
"nadine ojstersek","betreuungskonzepte beim blended learning(2007)delfi 2010(2010) &nbsp;&nbsp;&nbsp;","{zur didaktischen konzeption von sozialen lernplattformen f�r das lernen in gemeinschaften|wissensgemeinschaften}"
"richard olechowski","schulbuchforschung(1995)","{schulbuchforschung in europa}"
"david w. oliver","engineering complex systems(1997) &nbsp;&nbsp;&nbsp;",""
"ian olney","new technologies new pedagogies(2009) &nbsp;&nbsp;&nbsp;",""
"ryan olson","cyber security essentials(2011) &nbsp;&nbsp;",""
"gunter olsowski","problembasiertes lernen(2007)","{auf dem weg zu expertise beim unterrichten|bildung und schule auf dem weg in die wissensgesellschaft}"
"dan olweus","gewalt in der schule(1993) &nbsp;","{bildung und betreuung 4- bis 8-j�hriger kinder|krisenkompass}"
"claire o'malley","computer supported collaborative learning practices: cscl2009 community events proceedings(2009) &nbsp;&nbsp;",""
"christian omlin","die entwicklung des umgangs mit dem handy bei kindern und jugendlichen(2008) &nbsp;&nbsp;&nbsp;",""
"melissa e. o'neill","","{wikis and wikipedia as a teaching tool|the wiki way of learning|einsatzm�glichkeiten von wikis in der ausbildung|wikisym 2007}"
"walter ong","oralit�t und literalit�t","{is a hypertext a book or a space?|uses and potentials of wikis in the classroom|technopoly|wir am�sieren uns zu tode|access|schreiben am netz|medienkompetenz|bringing design to software|medienkompetenz revisited|what we know about cscl and implementing it in higher education|digitale welt und gestaltung|wissen schaffendes schreiben|tracing the dynabook|memoria e conoscenza|ver�nderungen wissenschaftlicher literalit�t durch digitale medien|cscl 2009|anthology}"
"todd oppenheimer","the flickering mind(2003)","{new evidence on classroom computers and pupil learning|computers and student learning|computer (ict) grundschule kindergarten und neue lernkultur}"
"ilga opterbeck","organisationspsychologie(2011) &nbsp;&nbsp;",""
"andy oram","making software(2010) &nbsp;&nbsp;beautiful code(2007) &nbsp;&nbsp;","{the future of the internet iv|the philosophy of software}"
"gerard o'regan","a brief history of computing(2012) &nbsp;&nbsp;",""
"tim o'reilly","siehe tim o'reilly","siehe tim o'reilly"
"michael orey","educational media and technology yearbook(2010) &nbsp;&nbsp;",""
