"name","latest version","description"
"svn-ssl-swig-py25-shlibs","1.4.3-11","obsolete use svn-swig-py25 instead"
"svn-swig-pm5100","1.6.18-1","swig svn perl 5.10.0 bindings"
"svn-swig-pm5100-shlibs","1.6.18-1","subversion - swig perl shared libraries"
"svn-swig-pm586","1.6.18-1","swig svn perl 5.8.6 bindings"
"svn-swig-pm586-shlibs","1.6.18-1","subversion - swig perl shared libraries"
"svn-swig-pm588","1.6.18-1","swig svn perl 5.8.8 bindings"
"svn-swig-pm588-shlibs","1.6.18-1","subversion - swig perl shared libraries"
"svn-swig-py24","1.6.18-1","swig svn python 2.4 bindings"
"svn-swig-py24-shlibs","1.6.18-1","subversion - swig python shared libraries"
"svn-swig-py25","1.6.18-1","swig svn python 2.5 bindings"
"svn-swig-py25-shlibs","1.6.18-1","subversion - swig python shared libraries"
"svn-swig-py26","1.6.18-1","swig svn python 2.6 bindings"
"svn-swig-py26-shlibs","1.6.18-1","subversion - swig python shared libraries"
"svn-swig-py27","1.6.18-1","swig svn python 2.7 bindings"
"svn-swig-py27-shlibs","1.6.18-1","subversion - swig python shared libraries"
"svn-swig-rb18","1.6.18-1","swig svn ruby 1.8 bindings"
"svn-swig-rb18-shlibs","1.6.18-1","subversion - swig ruby shared libraries"
"svn15-dev","1.6.18-1","subversion - development headers and libs"
"svn15-shlibs","1.6.18-1","subversion - shared libraries"
"svn17","1.7.4-2","subversion - svnserve tools"
"svn17-dev","1.7.4-2","subversion - development headers and libs"
"svn17-doc","1.7.4-2","subversion - documentation"
"svn17-shlibs","1.7.4-2","subversion - shared libraries"
"svn2cl","0.12-1","generate a changelog from an svn log"
"svnadmin-db41","1.4.4-11","subversion - svnadmin tool linked to bdb 4.1"
"svnadmin-db42","1.4.4-11","subversion - svnadmin tool linked to bdb 4.2"
"svnadmin-db43","1.4.4-11","subversion - svnadmin tool linked to bdb 4.3"
"svnadmin-db44","1.4.4-11","subversion - svnadmin tool linked to bdb 4.4"
"svncpp2-dev","0.9.8-1","c++ api to subversion - development headers"
"svncpp2-doc","0.9.8-1","c++ api to subversion - documentation"
"svncpp2-shlibs","0.9.8-1","c++ api to subversion - shared libraries"
"sweeper4-mac","4.4.1-3","kde4 - history and temp file cleaner"
"sweeper4-x11","4.4.1-3","kde4 - history and temp file cleaner"
"swf-file-pm5100","0.42-5","read and write swf files"
"swf-file-pm586","0.42-5","read and write swf files"
"swf-file-pm588","0.42-5","read and write swf files"
"swfdec","0.8.4-4","flash player for gnome backend library"
"swfdec-doc","0.8.4-4","flash player for gnome backend library"
"swfdec-gnome","2.30.0-2","flash player for gnome"
"swfdec-shlibs","0.8.4-4","flash player for gnome backend library"
"swfmill","0.2-2","xml2swf and swf2xml processor"
"swfmill-dev","0.2-2","development libraries for swfmill"
"swfmill-shlibs","0.2-2","shared libs for swfmill"
"swftools","0.8.1-2","collection of swf manipulation utilities"
"swi-prolog","5.8.1-2","swi prolog interpreter"
"swi-prolog-dev","5.8.1-2","swi prolog interpreter"
"swi-prolog-shlibs","5.8.1-2","swi prolog interpreter"
"swig","2.0.4-2","tool that connects c c++ programs with hll"
"swig-shlibs","1.3.20-1017","tool that connects c c++ programs with hll"
"swish-api-pm","2.4.5-6","perl interface to swish-e"
"swish-e","2.4.5-4","simple web indexing sys. for humans enhanced"
"swish-e2-dev","2.4.5-4","simple web indexing sys. for humans enhanced"
"swish-e2-shlibs","2.4.5-4","simple web indexing sys. for humans enhanced"
"switch-pm5100","2.16-1","switch/case functions"
"switch-pm586","2.16-1","switch/case functions"
"switch-pm588","2.16-1","switch/case functions"
"syck","0.45-4","fast parser for yaml files"
"syck0.55","0.55-3","fast parser for yaml files"
"sylpheed","3.1.0-1","gtk+ based lightweight and fast e-mail client"
"sylpheed-beta","3.0.0beta8-1","gtk+ based lightweight and fast e-mail client"
"sylpheed-beta-gpgme","3.0.0beta8-1","gtk+ based lightweight and fast e-mail client"
"sylpheed-gpgme","3.1.0-1","gtk+ based lightweight and fast e-mail client"
"sylpheed-ssl","2.4.8-2","obsolete use package 'sylpheed-gpgme' instead"
"symband-oct305","1.0.10-4","symmetric banded matrices in octave"
"symband-oct324","1.0.10-4","symmetric banded matrices in octave"
"symband-oct343","1.0.10-4","symmetric banded matrices in octave"
"symband-oct360","1.0.10-4","symmetric banded matrices in octave"
"symband-oct361","1.0.10-4","symmetric banded matrices in octave"
"symbolic-oct305","1.0.7-3","symbolic toolbox for octave"
"symbolic-oct324","1.0.9-4","symbolic toolbox for octave"
"symlinks","1.2-2","scan/change symbolic links"
"sympy-py24","0.6.7-1","python library for symbolic mathematics"
"sympy-py25","0.6.7-1","python library for symbolic mathematics"
"sympy-py26","0.6.7-1","python library for symbolic mathematics"
"synaptic","0.57.2-2016","gtk graphical front-end for apt"
"synergy","1.3.1-1","share keyboard mouse between machines"
"synfig","0.63.04-2","vector-based 2d animation renderer"
"synfig-dev","0.63.04-2","vector-based 2d animation renderer"
"synfig-shlibs","0.63.04-2","vector-based 2d animation renderer"
"synfigstudio","0.63.04-1","animation studio for 2d animation renderer"
"synfigstudio-dev","0.63.04-1","animation studio for 2d animation renderer"
"synfigstudio-shlibs","0.63.04-1","animation studio for 2d animation renderer"
"syntax-rb18","1.0.0-2","syntax hilighting and lexical analysis"
"sys-syslog-pm5100","0.29-1","perl interface to the unix syslog(3) calls"
"sys-syslog-pm586","0.29-1","perl interface to the unix syslog(3) calls"
"sys-syslog-pm588","0.29-1","perl interface to the unix syslog(3) calls"
"system-fortran","7.0-1","placeholder package for manually installed absoft profortran"
"system-openssl-dev","0.9.8-4","placeholder to force use of the system ssl"
"system-viha","0.0.1a-4","placeholder for viha wifi framework"
"systester","1.0.0-1003","calculates pi (cpu stress test) uses qt4"
"szip","2.1-2","freeware portable lossless compression"
"szip-shlibs","2.1-2","freeware portable lossless compression"
"t-gnus","6.17.2.00-2","branch of semi-gnus (gnus for semi) variants"
"t1lib1","1.3.1-5","generates bitmaps from type 1 fonts"
"t1lib1-shlibs","1.3.1-5","shared libs for generating type 1 font bitmaps"
"t1lib5","5.1.1-3","generates bitmaps from type 1 fonts"
"t1lib5-nox","5.1.2-1","generates bitmaps from type 1 fonts"
"t1lib5-nox-shlibs","5.1.2-1","shared libs for generating type 1 font bitmaps"
"t1lib5-shlibs","5.1.1-2","placeholder for t1lib5-*-shlibs"
"t1lib5-x11","5.1.2-1","generates bitmaps from type 1 fonts"
"t1lib5-x11-shlibs","5.1.2-1","shared libs for generating type 1 font bitmaps"
"t1utils","1.32-1","type-1 font manipulation programs"
"tabfmt","0.1-1","cmdline utility for tabular data formatting"
"tads3","3.0.8-3","text adventure development system"
"tagainijisho","0.2.4-1004","japanase dictionary and kanji lookup tool"
"taglib","1.6.3-1","audio meta-data library"
"taglib-extras-mac","0.1.3-4","taglib support for other formats"
"taglib-extras-mac-shlibs","0.1.3-4","shared libraries for taglib-extras"
"taglib-extras-x11","0.1.3-4","taglib support for other formats"
"taglib-extras-x11-shlibs","0.1.3-4","shared libraries for taglib-extras"
"taglib-extras1-mac","1.0.1-2","taglib support for other formats"
"taglib-extras1-mac-shlibs","1.0.1-2","shared libraries for taglib-extras"
"taglib-extras1-x11","1.0.1-2","taglib support for other formats"
"taglib-extras1-x11-shlibs","1.0.1-2","shared libraries for taglib-extras"
"taglib-sharp","2.0.3.0-2","c# bindings for taglib"
"taglib-shlibs","1.6.3-1","shared libraries for the taglib meta-data library"
"tailor-py24","0.9.35-2","multiformat source repository synchronizer"
"tailor-py25","0.9.35-2","multiformat source repository synchronizer"
"tailor-py26","0.9.35-2","multiformat source repository synchronizer"
"taint-runtime-pm5100","0.03-1","runtime enable taint checking"
"taint-runtime-pm586","0.03-1","runtime enable taint checking"
"taint-runtime-pm588","0.03-1","runtime enable taint checking"
"taktuk","3.6.1-5","adaptive scaled remote executions deployment"
"taktuk-dev","3.6.1-5","adaptive large scale remote executions deployment development files"
"taktuk-shlibs","3.6.1-5","adaptive large scale remote executions deployment shared library"
"talkfilters","2.3.8-6","filters that convert english into slangs"
"talkfilters-dev","2.3.8-6","filters that convert english into slangs"
"talkfilters-shlibs","2.3.8-6","filters that convert english into slangs"
"tanglet-mac","1.1.0-1004","word finding game (based on boggle)"
"tanglet-x11","1.1.0-1004","word finding game (based on boggle)"
"tango-icon-theme","0.8.1-1","icon theme for gnome and kde"
"tangogps","0.99.3-3","gtk+ mapping and gps application"
"tap-parser-sourcehandler-pgtap-pm5100","3.27-1","postgresql tests for test::harness suite"
"tap-parser-sourcehandler-pgtap-pm586","3.27-1","postgresql tests for test::harness suite"
"tap-parser-sourcehandler-pgtap-pm588","3.27-1","postgresql tests for test::harness suite"
"tap-plugins","0.7.0-2","the tap collection of ladspa plugins"
"tap-plugins-doc","20040817-1","documentation for the tap ladspa plugins"
"tap-reverbed","r0-2","tap reverb editor"
"tar","1.26-1","archiving program for files and tape"
"tardy","1.19-1002","postprocessor for tar archive files"
"task","1.8.5-1002","command-line jobs manager"
"task-weaken-pm5100","1.04-1","make sure scalar::util::weaken is viable"
"task-weaken-pm586","1.04-1","make sure scalar::util::weaken is viable"
"task-weaken-pm588","1.04-1","make sure scalar::util::weaken is viable"
"taskjuggler","2.4.1-1","kde - flexible project management tool"
"taskjuggler-nox","2.4.1-1","kde - flexible project management tool"
"tcl-pm5100","1.02-1","perl interface to the tcl language"
"tcl-pm588","1.02-1","perl interface to the tcl language"
"tcl-tk-pm5100","1.04-2","tk extension via tcl layer"
"tcl-tk-pm588","1.04-2","tk extension via tcl layer"
"tclcl","1.17-1003","tcl with classes (c++ glue for otcl)"
"tclexpat","2.6-13","xml/expat parsing routines for tcl scripts"
"tclexpat-dev","2.6-13","xml/expat parsing routines for tcl scripts"
"tcllib","1.14-1","standardized tcl library"
"tcltk","8.5.10-5","tool command language and the tk toolkit"
"tcltk-dev","8.5.10-5","tool command language and the tk toolkit"
"tcltk-shlibs","8.5.10-5","tool command language and the tk toolkit"
"tclx9","8.4.0-2","extended command set for tcl"
"tclx9-shlibs","8.4.0-2","shared libraries and tcl files"
"tclxml","3.2-1","xml parsing routines for tcl scripts"
"tclxml-dev","3.2-1","xml parsing routines for tcl scripts"
"tcoffee","8.91-101","t-coffee multiple sequence alignment program"
"tcpflow","0.21-2","captures data transmitted in tcp connections"
"tcpreplay","2.3.5-12","tool to replay captured net traffic"
"tcpslice","1.2a3-1","extracts portions of tcpdump packet traces"
"tcptrace","6.6.7-1","analyses tcp dump files"
"tcptraceroute","1.5beta7-2","alternative to traceroute using tcp packets"
"tcsh","6.15.00-1001","tenex c shell an enhanced berkeley csh"
"tdom","0.8.2-2","high performance xml data processing in tcl"
"tdom-dev","0.8.2-2","high performance xml data processing in tcl"
"tdom-shlibs","0.8.2-2","high performance xml data processing in tcl"
"tea","17.6.6-1","gtk2-based text editor"
"teaqt-mac","32.0.1-2","powerful and easy-to-use qt4-based editor"
"teaqt-x11","32.0.1-2","powerful and easy-to-use qt4-based editor"
"teckit","2.5.1-1","text encoding conversion toolkit"
"teckit-dev","2.5.1-1","development files of teckit"
"teckit-shlibs","2.5.1-1","shared libraries of teckit"
"teg","0.11.2-1","strategy game similar to risk"
"teg-themes","1.0-3","extra themes for teg"
"teknap","1.3g-1015","text napster client"
"telepathy-farsight","0.0.9-3","interface for the farsight2 framework"
"telepathy-farsight-shlibs","0.0.9-3","interface for the farsight2 framework"
"telepathy-feed","0.13-3","galago feed for telepathy"
"telepathy-glib","0.10.1-3","glib based helper library for telepathy"
"telepathy-glib-doc","0.10.1-3","glib based helper library for telepathy"
"telepathy-glib-shlibs","0.10.1-3","glib based helper library for telepathy"
"telepathy-haze","0.3.2-3","telepathy connection manager via libpurple"
"telepathy-inspector","0.5.3-3","swiss-army knife of every telepathy developer"
"telepathy-missioncontrol","4.67-4","telepathy mission control library"
"telepathy-missioncontrol-shlibs","4.67-4","telepathy mission control library"
"tellico","1.2.14-1005","kde - collection manager"
"tellico-kde4-mac","2.2-1004","kde4 - collections manager"
"tellico-kde4-x11","2.2-1004","kde4 - collections manager"
"tempita-py24","0.5.1-1","very small text templating language in python"
"tempita-py25","0.5.1-1","very small text templating language in python"
"tempita-py26","0.5.1-1","very small text templating language in python"
"tempita-py27","0.5.1-1","very small text templating language in python"
"tempita-py31","0.5.1-1","very small text templating language in python"
"tempita-py32","0.5.1-1","very small text templating language in python"
"template-notex-pm5100","2.22-2","fast extensible template processing system"
"template-notex-pm586","2.22-2","fast extensible template processing system"
"template-notex-pm586-bin","2.10-19","fast extensible template processing system"
"template-notex-pm588","2.22-2","fast extensible template processing system"
"template-plugin-clickable-email-pm5100","0.01-1","make email addresses into html links"
"template-plugin-clickable-email-pm588","0.01-1","make email addresses into html links"
"template-plugin-clickable-pm5100","0.06-1","make urls clickable in html"
"template-plugin-clickable-pm588","0.06-1","make urls clickable in html"
"template-plugin-number-format-pm5100","1.02-1","plugin/filter interface to number::format"
"template-plugin-number-format-pm586","1.02-1","plugin/filter interface to number::format"
"template-plugin-number-format-pm588","1.02-1","plugin/filter interface to number::format"
"template-plugin-subst-pm5100","0.02-1","template toolkit s/// functionality"
"template-plugin-subst-pm588","0.02-1","template toolkit s/// functionality"
"template-pm5100","2.22-2","fast extensible template processing system"
"template-pm586","2.22-2","fast extensible template processing system"
"template-pm586-bin","2.10-19","fast extensible template processing system"
"template-pm588","2.22-2","fast extensible template processing system"
"template-timer-pm5100","1.00-1","rudimentary profiling for template toolkit"
"template-timer-pm586","1.00-1","rudimentary profiling for template toolkit"
"template-timer-pm588","1.00-1","rudimentary profiling for template toolkit"
"tempo","1.2.3-1003","edf file visualizer"
"tenfourfox","4.0.1-6","port of firefox 4 to 10.4 and powerpc"
"tenfourfox10","10.0.4esr-1","port of firefox 10 to 10.4 and powerpc"
"tenfourfox11","11.0-1","port of firefox 11 to 10.4 and powerpc"
